feat_9,feat_65,feat_11,feat_12,feat_67,feat_14,feat_68,feat_73,feat_69,feat_1,feat_70,feat_75,feat_100,feat_3,feat_84,feat_116,feat_15,feat_77,feat_4,feat_13,feat_92,feat_76,feat_108,feat_60,feat_124,feat_125,feat_52,feat_78,feat_117,feat_5,Gas Class
4679.676,2373.6001,1.297871,2.457584,0.582441,-1.037881,1.072472,2338.8487,3.776993,633.6453,-0.298577,0.528284,2.779693,0.161979,3.091779,4.092166,-1.822133,3.639505,0.43085,4.749616,3.143309,0.97445,2.851015,6.036169,3.613728,6.45407,5.52025,-0.274715,6.85034,2.466356,3
38916.542,47070.2314,11.359866,17.72951,12.587496,-8.088013,17.746516,33567.0205,23.629635,15911.2393,-8.962395,8.128204,8.329187,3.927913,12.73934,23.697297,-11.940807,15.708781,6.446435,25.030036,10.956197,11.253602,7.899825,22.951126,20.999285,26.735688,21.381728,-6.089234,29.86417,9.895206,1
7644.5738,2183.2436,1.997336,3.803904,0.632801,-1.754455,1.364264,2479.6831,4.810425,649.1231,-0.341761,0.632302,3.12545,0.188246,3.574132,5.007671,-2.757825,4.149191,0.512118,7.238786,3.490868,1.315979,3.129147,7.058488,4.360565,7.023635,6.512187,-0.32128,8.764375,2.897964,3
170874.9287,115685.9365,47.771803,68.973901,29.795015,-28.493382,39.328797,82246.1445,58.95561,185412.7793,-18.037377,19.349961,5.094346,49.722628,13.124062,19.643239,-44.413262,36.284587,70.710229,92.640595,10.18232,25.016537,5.034683,18.249924,16.983947,20.889798,17.317107,-12.84877,24.761039,87.884499,5
11605.1841,8715.7812,2.916023,3.999881,1.90543,-1.817048,2.429264,8828.4009,3.198133,9925.7602,-1.215697,1.755907,1.831142,2.254359,3.122521,4.037072,-2.32349,2.834324,2.816398,4.472611,3.145008,2.06389,2.112483,5.754639,3.668531,4.541543,5.174282,-1.172414,5.271996,3.242326,3
128824.7598,90737.9961,34.332934,53.671498,22.113471,-22.451947,29.752158,68788.2168,48.239019,136799.2129,-14.525669,15.739586,7.768287,34.315617,12.629889,23.29587,-36.796594,32.010202,50.574336,78.025419,9.802753,20.597726,7.173929,22.537962,19.626541,23.899682,20.428892,-10.981819,29.116988,72.924118,5
7262.8493,2849.4062,1.486198,1.984798,0.586532,-3.256394,1.037019,3691.1719,5.874319,1361.823,-0.833926,0.807016,1.868012,0.309238,3.017703,4.011514,-4.195465,5.210726,0.55065,5.195384,2.603968,1.288806,1.815797,4.615501,3.554814,6.586229,4.370019,-0.820894,8.016008,3.602501,3
25063.7827,28829.7383,7.275625,11.69724,7.333165,-4.828156,10.448391,19608.6162,15.718765,14236.1404,-5.174348,4.644985,7.003669,3.409785,8.727408,16.652725,-7.307502,9.965464,5.459645,16.353733,8.174148,6.692944,6.648245,17.178258,15.110939,19.795963,15.92821,-3.229831,21.668305,8.981453,1
9759.8477,5887.5469,1.841547,2.484513,1.111595,-1.552169,1.680689,4919.7974,5.414419,5546.9092,-0.886985,0.934796,1.222727,1.02386,3.90067,4.770625,-2.125442,6.816366,1.463554,5.653662,2.987029,1.491043,1.239498,4.673921,4.15861,7.932074,4.468453,-0.717527,8.573912,3.944785,2
57933.1797,39599.539,11.832676,15.679308,8.11768,-9.210364,10.284925,31003.8906,15.24229,59449.9219,-6.203449,6.31508,0.817104,11.868676,1.612232,2.500822,-13.641949,12.160435,15.197962,23.69951,1.293319,7.614366,0.824922,2.524158,2.203323,3.025421,2.309929,-4.778912,3.968847,20.461413,5
73396.79,45508.4863,14.85335,18.824544,9.080992,-11.250328,11.385465,28520.8574,24.153298,966.7314,-6.96212,5.57621,2.233047,0.198245,3.543808,5.7035,-16.963057,16.077564,0.408025,42.701782,2.913307,6.902294,2.224023,5.981997,5.05814,8.165131,5.612018,-4.481459,8.369805,2.536206,5
8450.2246,6867.3047,3.528549,6.785362,2.198779,-1.382458,3.846229,4581.0166,7.632231,2933.4883,-0.995084,1.44306,2.255832,0.94861,2.232215,4.201487,-2.330165,6.029035,1.927726,11.269202,2.063532,2.524461,1.982641,5.431957,3.736565,6.639162,4.749308,-0.667577,6.662974,5.154805,4
119953.5488,101718.7217,25.141811,32.670935,23.098445,-1.227317,30.629134,82100.9063,49.364423,69857.627,-0.35344,18.671078,2.172711,15.394308,3.652506,6.216203,-1.778482,38.930021,19.432282,53.096413,3.231521,24.1145,1.728653,6.045883,5.847082,8.970681,5.738461,-0.356862,9.729919,27.197891,5
47119.045,30835.0371,8.363395,13.03778,4.665618,-7.239492,6.45072,20801.8076,15.586266,49378.3281,-4.39397,2.946159,1.1567,8.472542,2.149664,3.123074,-11.177347,10.180486,14.296605,30.315938,1.66206,4.130637,1.144947,3.407989,2.758695,6.071546,3.161447,-2.980968,6.053414,38.137676,5
55584.0176,33117.5781,12.623302,19.728205,6.847866,-9.565944,9.540229,20241.0449,17.944341,2756.5893,-5.542595,4.032721,2.074787,0.581262,4.091451,6.427457,-14.926026,12.695166,1.049307,35.78361,3.395815,5.505435,1.984936,6.560312,5.66273,8.671006,6.135883,-3.45874,10.177776,3.855528,5
16272.7935,7944.1509,3.699575,4.938633,1.53567,-2.916775,1.911392,6141.8621,2.771261,13561.3566,-1.222843,1.110269,9.222055,2.811799,41.011968,61.072032,-3.908058,2.107707,3.590359,5.645661,30.990527,1.381487,8.755833,61.185369,49.198742,58.062265,52.434095,-0.840699,71.675601,4.101581,2
75592.9034,63258.8174,23.08564,36.921705,17.881616,-15.088569,25.600877,54582.2285,28.469088,76726.9395,-11.778342,14.075314,6.472657,22.095866,11.183155,18.374947,-20.449404,21.779062,32.925055,39.748569,8.866553,19.163615,6.262255,19.567496,16.905326,18.1783,17.724327,-9.759833,19.649052,34.924505,4
16784.3228,13297.5585,4.627042,6.951203,3.107029,-2.857082,4.184482,13892.5537,4.853481,14448.3803,-2.044072,2.890963,2.59026,3.597464,5.12405,6.94466,-3.683606,4.369334,4.868765,7.600791,5.091702,3.59651,2.997498,9.578914,6.037944,7.422154,8.451954,-2.048051,8.22325,5.357941,3
60209.5698,45693.8813,18.467245,29.194015,11.999354,-11.626772,16.298215,36329.9761,22.068453,53918.7026,-7.642421,8.774953,6.39045,15.563387,10.263125,16.195667,-16.709412,15.486644,23.357356,39.244785,8.391972,11.69677,6.125516,18.364778,14.52845,17.574927,16.533046,-5.587008,19.550748,28.98376,4
48252.0722,63257.0605,13.52883,19.980949,17.328868,-11.312715,25.24913,53560.6699,39.509706,61704.3222,-13.397467,14.143459,4.651284,15.914734,6.367015,13.726494,-15.605918,32.586823,21.836482,28.7429,6.383398,19.646953,3.948696,11.667207,13.481217,17.412369,11.361912,-11.20825,18.066755,28.25416,1
92631.9375,90266.8437,30.421081,49.913724,27.175992,-23.600423,40.668889,74904.9473,55.07699,116653.5019,-19.168057,20.221331,9.814134,37.69795,21.074534,38.428298,-34.429068,42.915103,59.833239,70.384272,17.887023,28.762325,9.030372,34.406894,34.438591,40.223462,31.75996,-15.359018,46.091316,87.213058,1
148957.7773,109801.3984,37.276295,52.671153,27.001211,-26.01733,35.198665,89987.5039,51.161049,162991.7461,-17.692121,20.741934,7.385439,39.383951,11.510677,20.354893,-38.530611,38.61792,51.744772,63.783749,8.789878,26.098774,6.619065,19.540352,17.423542,21.07954,17.410971,-14.289843,24.241484,66.304823,5
15001.7486,10567.0781,4.760971,8.044015,2.821074,-2.341939,4.462319,6650.7446,7.35033,13517.0571,-1.425501,1.738014,3.573109,4.070141,4.990346,10.469482,-3.40899,5.092996,6.653893,13.305373,4.776068,2.843333,3.74518,9.171696,8.722056,12.806088,8.483764,-0.864865,14.225501,11.701625,6
20795.4101,23797.8926,5.460947,8.138694,5.896049,-4.938998,8.512228,18209.2734,19.402437,18659.7793,-5.006055,4.330177,2.032518,4.161073,2.685978,4.905827,-6.868391,12.960495,5.525139,15.915055,2.554087,5.963137,1.861607,5.270031,4.791101,7.747988,4.993891,-3.748026,7.521345,10.174195,4
145023.6465,149403.9023,39.663482,58.464801,41.246074,-27.842438,58.84088,168718.1519,61.290647,190254.7539,-27.473722,44.88285,8.661904,49.776495,12.397555,20.734175,-34.487812,65.853846,71.107099,60.918334,9.876679,63.01226,9.030035,16.599467,19.633432,21.60738,15.999916,-30.120236,22.327545,74.526015,1
4891.1133,3499.8565,3.807148,8.160443,2.043741,-1.440873,3.929244,2053.2451,9.43863,44.1231,-0.884695,1.22225,1.2915,0.107829,0.838405,1.934657,-2.758384,6.316374,0.41612,18.275774,1.044438,2.5088,1.102807,2.54443,1.892808,4.605039,2.153398,-0.558415,4.480212,3.448725,6
193022.9765,175928.0664,23.432295,27.02787,21.422775,-28.36603,24.198751,181544.5742,29.55953,218882.8359,-25.954558,21.855739,0.450325,25.567566,0.963717,1.133751,-36.593265,30.869892,28.648708,32.891436,0.663907,24.787419,0.482908,1.0491,1.04346,1.39391,1.013866,-26.178494,1.521043,33.000127,5
10587.9065,6545.7747,1.785174,2.30113,0.817103,-1.508458,1.030808,5369.9201,1.905294,9082.4033,-0.807792,0.631435,8.719476,1.367956,35.18909,55.994317,-1.887828,1.539488,1.733223,3.007509,26.006681,0.797193,8.167266,54.703738,44.440177,51.209929,46.7519,-0.609057,67.721143,2.195674,2
95740.0371,86435.0039,23.532496,35.936218,20.643951,-17.212508,31.388884,93174.5859,33.016909,109204.3457,-15.554309,22.035359,2.231087,25.630955,5.831839,8.157162,-20.948851,34.07733,38.538715,37.736326,4.18748,32.62983,2.513326,7.212518,7.198007,7.475476,6.937121,-17.359777,9.696475,40.442735,1
216182.5234,151941.1992,54.776897,76.29556,38.002725,-38.444883,50.31174,136320.6719,73.521039,244616.668,-25.743754,33.042036,3.747266,60.548618,8.437698,12.65901,-59.410271,58.037656,80.472856,96.377987,6.538991,42.942954,3.592292,11.531057,11.243104,13.812682,10.831027,-22.933413,14.856365,99.659438,5
70553.8848,62893.7822,14.385352,19.079434,12.607438,-10.215084,16.032353,47528.6787,29.350716,74765.8916,-9.174701,9.46822,1.645771,14.521968,3.475535,4.854994,-15.80352,23.262139,18.805335,36.518871,2.753732,11.873353,1.537728,4.556031,4.16297,7.624382,4.304197,-7.182772,8.437992,38.258552,5
59182.1651,47378.6611,17.043522,25.014958,11.627274,-12.013327,15.825539,33323.1572,24.123075,15581.9829,-7.997988,7.405869,4.957072,3.841818,10.177558,15.65147,-17.429083,14.329923,5.550187,34.492104,8.324819,9.695372,4.681378,16.099162,14.11395,17.527775,15.010128,-5.271853,19.882964,9.529733,4
58273.4082,39606.8574,18.668631,30.601458,10.523371,-9.897624,15.494722,22709.6289,22.743013,14009.6531,-5.936213,5.934667,4.33076,3.343858,5.711525,9.920711,-13.823835,12.816569,4.795926,40.317084,5.540356,8.938863,4.351852,11.070779,9.073816,13.012849,9.935786,-3.157001,13.081654,8.518273,6
47655.9551,44667.4922,13.806923,20.562827,11.343302,-10.529728,15.739749,32639.2803,27.365462,20862.3164,-8.164754,7.44429,3.680531,5.118149,6.799242,11.005946,-15.368618,16.927969,7.577333,30.666976,5.609162,10.169231,3.362598,11.430242,10.111453,13.704258,10.547993,-5.536239,13.743074,16.190677,4
39439.6338,32911.7705,10.267795,15.358268,7.277709,-7.558633,9.569207,22690.1074,13.444924,11961.8953,-5.139976,4.630372,3.637959,2.52066,5.888936,9.219135,-11.440224,9.132161,3.567407,20.5102,4.884793,6.01229,3.25246,10.545947,8.178781,11.29254,9.491152,-3.114819,11.81276,6.847845,4
10714.1446,13231.9024,3.189171,5.175816,3.29598,-2.91763,5.485213,9960.3164,14.510661,11292.1933,-2.912422,2.372629,1.727726,2.705417,1.955063,3.779771,-4.262357,10.445443,4.018185,12.440049,1.909798,3.644837,1.566322,3.934427,3.699164,7.202932,3.666385,-2.113291,7.464521,9.756362,4
5965.3181,2491.3384,1.231894,1.54618,0.45296,-0.932666,0.587487,1982.5512,1.431474,4703.2134,-0.357378,0.339346,6.367939,0.93193,20.400778,34.573879,-1.189713,1.167455,1.178547,2.256496,16.324134,0.451432,5.808574,34.821107,27.769402,31.185885,29.833428,-0.262371,39.702693,1.64952,2
56716.2935,39813.831,17.563742,28.621528,10.01094,-9.768287,14.673404,22999.0166,19.136005,14500.395,-5.856239,5.725053,4.142635,3.521468,7.366833,11.715942,-14.068986,12.535499,5.147769,37.489717,6.580257,8.60356,4.205522,12.169465,10.329602,14.428397,11.362169,-3.075125,15.100899,8.062991,6
26158.96,21986.9288,6.970462,11.186625,4.819561,-4.895435,6.740798,14861.0976,11.072213,5781.9594,-3.49862,3.138145,3.164953,1.206159,4.202478,6.813624,-7.414706,7.596778,1.921733,16.489084,3.659779,4.508273,3.074529,8.339387,6.551029,9.06923,7.608447,-2.132338,9.969886,4.698489,4
66213.1376,42501.6924,14.217875,18.484423,9.627157,-9.565521,11.990607,26181.7178,25.186361,3407.3587,-6.188767,5.834965,1.303548,0.739267,3.237987,4.410303,-15.005589,14.717829,1.070364,43.35974,2.612103,7.170399,1.281266,4.342276,3.927679,7.815479,4.230764,-3.778286,7.716418,3.913444,5
58262.6954,36717.4199,18.553931,30.517446,10.099596,-11.001219,15.20193,21740.9815,22.218159,50404.9956,-5.736308,5.897179,3.332532,15.386915,4.326738,8.253187,-15.805248,13.09902,24.555397,38.444434,4.459418,8.913645,3.076348,8.522976,7.421608,10.146795,7.72113,-3.217286,11.094153,33.116808,6
18027.7256,9308.9682,4.245002,6.003235,1.964328,-3.16556,2.66986,6112.1265,6.026671,7578.7239,-1.38068,1.272551,2.895958,1.604142,12.382184,17.739234,-4.594263,4.314307,2.276469,10.354737,10.650584,1.841472,2.999545,17.786089,14.326793,19.40295,15.775601,-0.809133,21.765683,5.000974,2
63352.186,51730.2427,18.884751,29.291126,13.930351,-12.550974,19.401256,44358.769,21.436746,62866.5684,-9.517878,10.761348,5.782313,17.478239,9.241108,14.843805,-16.859175,16.018024,25.226744,31.208936,7.244738,14.222514,5.484228,16.434358,13.559425,14.537716,14.694022,-7.713767,16.345604,26.772862,4
183240.6465,152238.5215,41.650717,57.926504,38.304619,-29.462266,55.340306,129669.1865,113.756382,148719.7793,-23.228867,32.818174,3.670499,35.292402,8.43933,16.742592,-65.016757,98.718394,48.823714,98.207975,7.357822,46.955362,2.977535,14.735847,15.210521,22.101435,14.200501,-19.571007,25.789581,79.398804,5
278919.4102,229261.4179,77.4906,125.5609,66.0696,-44.3576,101.1221,196024.9296,395.5199,146141.5791,-35.078,55.4398,10.5589,39.1446,31.68,60.406,-157.0511,176.5129,59.2687,439.3406,24.4241,88.2301,7.3303,47.2756,47.9785,62.6607,43.4028,-29.6684,81.0083,107.9468,5
180817.7812,149205.584,41.951062,56.712212,37.796094,-29.619543,53.55318,124311.9521,69.852627,71482.039,-23.072431,31.936091,3.888383,17.501037,9.136922,17.387766,-48.951602,67.079619,23.902194,68.629357,7.80272,44.742916,2.963286,15.558425,15.504924,19.889923,14.744641,-18.940906,22.136886,29.28543,5
48332.0908,39950.1631,13.057537,19.497903,9.17432,-9.398531,11.99163,28041.4082,17.927735,13715.668,-6.317753,5.855616,4.080909,2.880273,7.433637,11.449063,-13.630866,10.880101,4.082924,25.683041,6.192244,7.498512,3.854216,12.72352,10.351308,13.896787,11.41118,-3.940486,14.694631,7.353275,4
58954.3979,67327.166,17.030749,26.278456,18.097571,-12.734767,25.666696,49672.7149,34.575727,29851.5175,-13.163257,11.940699,8.578474,7.06077,13.425798,23.147372,-18.063513,22.992574,9.970635,35.183945,12.124638,16.234707,8.498544,22.82054,21.288642,26.962067,21.240599,-9.375832,29.570733,14.212584,1
8246.0678,3230.9839,1.662857,2.148363,0.642791,-1.557067,1.111905,3945.2085,4.39717,4959.6631,-0.36505,0.833545,1.866831,1.041715,2.876024,3.989031,-2.086416,4.979509,1.416515,5.490227,2.561274,1.272039,1.875181,4.49742,3.595353,7.086612,4.337118,-0.37007,7.228217,4.430495,3
208334.2695,143629.3828,54.482908,75.20985,36.950296,-37.396256,49.124991,121567.8985,70.181063,225966.7304,-24.463989,29.523524,3.839786,57.326808,10.373642,15.863404,-60.422,58.484992,76.031321,97.473986,8.081972,38.367866,3.466464,13.977285,14.223556,18.390177,13.319218,-20.274902,20.046533,106.830718,5
17566.9477,4894.3159,4.563816,6.413782,1.314112,-1.715158,2.023525,5722.8457,7.883383,7991.5278,-0.309579,1.490248,3.793291,2.030651,6.573933,9.429586,-2.146904,7.675803,2.959465,10.190818,6.055346,2.224474,3.786595,11.067469,8.221619,13.019434,10.229074,-0.285002,14.3826,6.468789,3
30144.166,27390.9531,5.843051,7.109176,5.340686,-4.861143,6.479975,29215.6543,7.575838,32883.002,-4.59656,5.441296,0.720576,6.095456,1.504253,2.142126,-5.860124,7.827768,7.310294,8.596317,1.120553,6.553692,0.824141,2.076134,1.971182,2.337688,2.064391,-5.060147,2.598238,8.362608,1
57662.9766,36236.1875,18.304739,30.368736,9.910421,-10.813821,14.76817,21509.2822,20.540769,55983.1601,-5.679635,5.802753,3.323936,17.084839,4.245385,8.237571,-15.686183,12.240614,27.510342,39.945602,4.411174,8.716922,3.148987,8.562225,7.299951,9.539592,7.623059,-3.19743,11.296138,36.070118,6
129156.7851,91583.5752,33.280761,45.759508,21.822227,-21.192657,28.594782,63073.7715,41.997666,149522.6015,-13.957452,13.997561,3.813354,37.476015,10.052811,14.641084,-31.44817,29.982557,51.329407,64.932585,7.771977,17.76649,3.711084,13.766632,12.521274,16.188573,12.744147,-9.681843,19.807523,78.378825,5
32641.7578,28900.3598,8.676252,12.918918,6.627953,-4.841775,9.050016,16929.6372,14.04194,31948.2592,-3.87981,3.640895,1.889824,7.530334,1.423004,3.213992,-6.784743,9.312237,10.435248,19.169922,1.624196,4.984115,1.670583,3.773132,3.23894,6.563299,3.368039,-2.135574,6.128897,13.817273,6
25568.7715,18240.7969,7.771589,12.706555,4.848827,-5.542251,7.403693,10030.5527,12.936824,999.8628,-3.389123,2.754998,1.971067,0.218118,1.360041,2.86851,-8.534726,8.811777,0.510264,27.286195,1.754155,4.408174,1.806944,3.752728,2.958877,6.152034,3.458928,-1.820234,5.38977,3.028725,6
181359.8594,125663.2891,43.402761,62.170858,28.481485,-31.437521,37.453528,112570.918,52.737395,206073.9765,-20.686497,24.752464,3.222689,47.330208,5.168897,8.275963,-45.693369,44.558204,64.720649,80.793244,4.243884,31.592199,3.103054,8.062829,7.636257,8.755321,7.489643,-18.396489,9.478264,83.640027,5
10081.5664,3506.0845,2.980602,4.808318,0.917093,-1.906595,1.857416,3462.4463,5.438455,1746.2401,-0.394279,0.851193,3.39263,0.41292,4.3617,5.992607,-2.727353,4.656512,0.730296,9.556769,4.092679,1.533688,3.551909,8.07108,5.139716,8.629594,7.484782,-0.353997,10.331161,3.02982,3
77495.7671,91388.1553,23.675409,37.246127,26.350269,-16.751904,38.320098,69903.625,52.008298,104749.0181,-17.480586,18.00223,10.93657,31.449272,20.615219,35.785305,-23.947275,33.109067,48.741668,51.755371,16.884158,24.818181,9.964883,32.699398,31.503038,40.019698,30.194026,-13.175137,44.047394,64.441947,1
15876.0665,4187.2299,5.424453,8.229389,1.544476,-2.129894,2.571859,4767.4858,5.139771,5726.2827,-0.878635,1.639014,7.645927,1.765254,14.675968,22.9571,-2.956497,5.55381,2.720484,10.493445,13.890979,2.570651,7.929561,27.497344,20.089298,26.210574,24.989272,-0.745405,27.943581,4.716168,3
10055.8225,5354.791,2.183268,2.763349,0.994208,-1.635771,1.233528,4313.9309,2.054886,8412.1755,-0.817067,0.76514,10.09748,1.706702,45.378783,68.845238,-2.041977,1.839589,2.13642,3.362844,34.375819,0.950243,9.741477,69.136786,55.658301,64.204084,59.460206,-0.60299,81.21898,2.67545,2
70291.7588,54682.457,20.954908,33.37028,15.072443,-13.170784,21.222197,50848.9902,23.833039,70795.8887,-9.649089,13.119987,5.62852,19.61669,7.75362,11.959857,-17.185052,19.813156,28.610952,35.897083,6.047436,17.881792,5.46417,12.481559,11.075243,12.315475,11.349868,-8.493184,13.284441,30.284535,4
24549.3623,29129.0205,15.467773,41.062303,6.501614,-6.443041,8.677868,19085.4717,14.24616,9412.7544,-5.072684,3.902367,5.038724,1.941875,8.01658,13.948565,-50.725686,8.848378,2.918064,51.363583,6.381479,5.169801,3.99946,15.373106,11.769041,15.71702,13.002273,-3.023267,17.585308,6.379932,4
8901.4634,4636.7825,1.877494,2.36595,0.846538,-1.448439,1.062898,3693.7024,2.043405,7384.6624,-0.709408,0.649509,9.07406,1.466729,38.308215,58.985684,-1.836626,1.653631,1.837703,2.956919,28.593027,0.79392,8.40921,59.292499,46.95609,53.830013,50.493648,-0.519384,68.644823,2.317422,2
10753.7378,2942.1357,3.678263,5.538471,1.105457,-2.404306,1.844286,3096.4605,4.149725,5618.1773,-0.744526,1.087598,5.51265,1.718003,10.575246,16.930371,-3.247291,4.243415,2.511826,7.029389,9.979674,1.712136,5.623765,20.645495,14.683258,18.461791,18.475072,-0.652399,20.502062,4.08286,3
31382.4678,23944.5185,9.749026,13.364215,6.477276,-5.014828,8.830168,18784.9117,13.815015,27125.1538,-3.77244,4.82314,2.657144,7.151777,10.718624,16.54651,-6.482102,10.686122,9.161534,17.570608,8.651627,6.243546,2.664108,15.18042,14.128676,17.703153,14.228032,-2.785902,20.496382,12.77481,2
16557.4107,11906.233,4.075126,5.992909,2.672271,-2.971986,3.847239,7030.0833,7.390802,11954.2173,-2.890283,1.489327,2.104492,2.71923,1.954495,3.866811,-4.473147,5.02088,3.863531,9.083138,2.041083,2.273868,1.987943,4.155403,3.477615,6.386099,3.796403,-2.172108,7.100915,6.284184,6
2868.6702,1371.2097,0.594589,1.014944,0.244198,-0.430969,0.477257,1122.4873,2.696122,2220.4395,-0.182525,0.202495,7.387835,0.452992,20.144113,38.25476,-0.869328,2.336308,0.841106,3.961654,16.98374,0.407371,7.410863,36.649446,31.425416,39.480965,32.786445,-0.15677,48.63072,3.270734,2
19013.4575,10409.4521,6.382096,10.870288,2.764715,-3.3046,4.42974,6549.3559,7.162562,13384.8262,-1.386681,1.71321,3.490767,4.007378,4.929348,10.101088,-4.819516,5.627941,6.618008,16.321883,4.621507,2.73608,3.694324,8.944979,8.571174,11.555882,8.234738,-0.838227,13.844275,11.386095,6
9771.1639,6981.5551,2.304151,3.094116,1.45982,-1.417127,1.863929,6897.9075,2.471995,8167.2883,-0.904464,1.3297,1.249527,1.739088,2.075099,2.743568,-1.779996,2.337163,2.141164,3.777334,2.067255,1.560016,1.424785,4.032723,2.438837,3.766113,3.537529,-0.857889,4.173579,2.659695,3
21995.9903,21938.7774,5.954852,10.433903,5.095935,-4.974119,7.445829,15342.0556,14.049984,11795.4248,-4.022623,3.302506,2.907772,2.802433,4.128633,6.930702,-7.917004,10.072111,4.487795,21.805389,3.510162,4.850386,2.848096,7.933432,6.367404,9.265959,7.427957,-2.649525,10.007686,11.052656,4
76742.6748,87139.2681,22.860459,35.076458,24.279938,-17.034179,34.683891,67323.3506,43.703062,20115.86,-16.802582,16.599996,10.270956,4.159865,21.807468,37.612153,-24.884931,30.114602,5.460392,43.545774,19.879564,22.420304,10.544749,33.357805,34.021034,41.340007,32.548897,-12.616653,46.120534,8.334482,1
216271.5742,150813.996,54.836198,76.216263,37.960688,-38.115135,50.044483,135595.6367,66.135991,245469.6914,-25.600958,32.988404,3.806979,60.557283,8.361902,12.613189,-57.12836,57.674771,80.646458,101.732806,6.569251,42.679609,3.586144,11.632634,11.343569,14.179862,10.93471,-22.918935,14.95855,103.98727,5
10967.6123,1528.3594,3.8086,5.750046,0.835271,-2.21235,1.724335,1611.3168,5.183188,5269.0293,-1.043392,0.764914,6.201305,1.722245,13.174584,19.017867,-3.174671,5.442027,2.912106,7.904424,12.716921,1.504931,6.525154,23.563593,17.104748,20.883935,22.172715,-0.84772,22.999829,4.76196,3
58336.3476,36554.7324,18.476223,30.520132,9.965721,-10.974239,14.823712,21788.6612,20.293029,56502.1435,-5.734105,5.854649,3.245178,17.162364,4.107928,8.046204,-15.81952,12.407221,27.444173,40.459621,4.318613,8.81098,3.093109,8.468249,7.327319,10.41717,7.656346,-3.222636,11.287004,35.845612,6
10795.0628,8844.2969,2.055522,2.563987,1.331482,-1.176358,1.601624,10150.0685,2.294358,9497.92,-0.818884,1.219702,1.65488,1.539485,2.352804,3.846823,-1.452604,2.14161,1.86301,3.085388,2.801956,1.416621,1.886592,5.376264,3.432074,4.3296,4.777182,-0.876853,4.852075,2.455468,3
163519.8281,131275.7305,43.935498,72.454887,36.67523,-28.263914,59.359898,110736.1679,135.286617,150492.3594,-22.721422,31.336772,6.536865,38.227816,12.061818,24.564695,-73.107986,140.076553,61.037055,147.536832,9.544421,48.994382,5.26709,21.42564,22.99874,31.947762,20.579226,-18.925931,33.14055,130.192885,5
58234.1699,37184.7373,18.594567,30.924456,10.318244,-10.43319,15.421276,21661.8886,21.308476,55099.8145,-5.552729,5.846313,3.064292,16.939016,4.140407,7.614519,-15.084596,13.450561,26.911353,42.646003,4.090165,8.765616,2.892463,7.610887,6.733747,9.003321,6.957833,-3.106403,10.382354,35.576269,6
72188.666,60569.5762,21.911449,35.0524,16.984433,-14.426175,24.25784,52044.4268,26.860874,73141.519,-11.255856,13.206125,5.716792,20.865327,9.323632,15.346447,-19.132868,20.048592,31.134821,37.595716,7.484801,18.012923,5.508568,16.458551,14.304779,15.385018,14.928068,-9.242239,16.590706,33.509685,4
65109.4643,72684.4355,19.376482,29.543811,19.732332,-14.432015,27.696919,54708.3706,36.670521,31031.5735,-14.02878,13.257927,9.187877,7.29002,18.011704,30.765383,-20.270432,24.717707,10.161811,38.866606,16.45762,17.790453,9.490071,28.759373,28.061354,35.20253,27.778277,-10.097795,38.553685,13.666785,1
69754.4141,42503.5342,14.081619,17.776353,8.86259,-11.091858,10.827806,27630.0801,24.505313,68359.3311,-6.172219,5.876771,2.131227,13.958521,3.364498,5.674251,-17.010638,17.42991,17.33088,40.02354,2.828909,7.199482,1.97616,6.256665,4.867917,7.858774,5.454544,-4.063778,8.544735,38.88227,5
53312.3632,34293.0235,17.710217,29.547186,9.600829,-9.596865,14.82501,18935.8711,23.554638,4867.7964,-5.328583,5.268229,2.936199,1.044639,4.467257,8.337939,-13.633973,13.403915,1.500433,44.27692,5.173894,8.127982,2.615964,8.229789,7.958819,10.816229,7.637542,-2.932943,11.679075,4.182081,6
4523.6985,1819.929,0.909376,1.149078,0.329664,-0.67769,0.454793,1398.0147,1.143878,3455.3801,-0.256333,0.239006,5.211135,0.667335,13.561158,25.429266,-0.863835,1.083973,0.832602,1.559627,11.581672,0.350689,4.613792,25.676736,20.771449,23.488121,21.957887,-0.184211,29.459367,1.268116,2
5090.7895,3529.5176,1.05987,1.616885,0.627402,-0.79327,0.977669,2466.4624,3.476723,3604.0186,-0.469848,0.427823,4.751586,0.845068,16.028975,27.895855,-1.366616,2.915765,1.319795,4.932892,14.037405,0.727057,4.72274,27.7211,22.405564,27.072854,24.276472,-0.327129,35.365962,4.529652,2
5027.6018,3490.5562,1.052771,1.625724,0.621639,-0.775749,0.934746,2463.249,3.513468,4196.9551,-0.461247,0.434809,4.726799,0.856087,16.270776,27.895528,-1.340871,3.053029,1.364432,4.810247,14.236001,0.719326,4.772208,28.003994,22.590367,29.051358,24.793582,-0.320329,34.971355,3.875325,2
167111.916,118847.7666,48.145103,71.006072,31.420061,-28.289069,42.574106,84508.0557,65.490318,81273.2016,-18.881776,20.366173,6.037308,20.481211,16.965404,25.602284,-43.97476,38.311717,28.127709,98.941081,13.00138,26.515028,5.892389,23.469501,22.021724,28.128573,22.441426,-13.444604,33.852946,44.455633,5
